id	file	mimetype	name	researchPhase	documentType	article	location	locationgeo	date																		
cdsp_bequali_sp3_col_transcr_entretienindiv_fr_deputeeu_paraverbal113_vi	col/transcr/entretienindiv/cdsp_bequali_sp3_col_transcr_entretienindiv_fr_deputeeu_paraverbal113_vi.xml	tei	Transcription de l'entretien avec Alain Lamassoure	col	transcr	entretienindiv	Strasbourg France	48.597699,7.768661	2002-02-11																		
cdsp_bequali_sp3_col_methodo_fiche_fr_deputefr_synthese01_ol	col/methodo/fiche/cdsp_bequali_sp3_col_methodo_fiche_fr_deputefr_synthese01_ol.pdf	pdf	Fiche de synthèse sur Pierre Albertini	col	methodo	fiche	Paris France	48.862266,2.318789	2002-03-06																		
cdsp_bequali_sp3_col_methodo_fiche_fr_deputefr_synthese02_ol	col/methodo/fiche/cdsp_bequali_sp3_col_methodo_fiche_fr_deputefr_synthese02_ol.pdf	pdf	Fiche de synthèse sur René André	col	methodo	fiche	Paris France	48.862267,2.31879	2002-11-27																		
cdsp_bequali_sp3_col_methodo_fiche_fr_deputefr_synthese03_ol	col/methodo/fiche/cdsp_bequali_sp3_col_methodo_fiche_fr_deputefr_synthese03_ol.pdf	pdf	Fiche de synthèse sur Marie-Hélène Aubert	col	methodo	fiche	Paris France	48.862268,2.318791	2002-01-24																		
cdsp_bequali_sp3_col_methodo_fiche_fr_deputefr_synthese04_ol	col/methodo/fiche/cdsp_bequali_sp3_col_methodo_fiche_fr_deputefr_synthese04_ol.pdf	pdf	Fiche de synthèse sur Alain Barrau	col	methodo	fiche	Paris France	48.862269,2.318792	2003-06-30																		
cdsp_bequali_sp3_col_methodo_fiche_fr_deputefr_synthese05_ol	col/methodo/fiche/cdsp_bequali_sp3_col_methodo_fiche_fr_deputefr_synthese05_ol.pdf	pdf	Fiche de synthèse sur Christian Bataille	col	methodo	fiche	Paris France	48.86227,2.318793	2001-12-05																		
cdsp_bequali_sp3_col_methodo_fiche_fr_deputefr_synthese06_ol	col/methodo/fiche/cdsp_bequali_sp3_col_methodo_fiche_fr_deputefr_synthese06_ol.pdf	pdf	Fiche de synthèse sur Jean-Marie Bockel	col	methodo	fiche	Paris France	48.862271,2.318794	2002-01-30																		
cdsp_bequali_sp3_col_methodo_fiche_fr_deputefr_synthese07_ol	col/methodo/fiche/cdsp_bequali_sp3_col_methodo_fiche_fr_deputefr_synthese07_ol.pdf	pdf	Fiche de synthèse sur Didier Boulaud	col	methodo	fiche	Paris France	48.862272,2.318795	2000-04-26																		
cdsp_bequali_sp3_col_methodo_fiche_fr_deputefr_synthese08_ol	col/methodo/fiche/cdsp_bequali_sp3_col_methodo_fiche_fr_deputefr_synthese08_ol.pdf	pdf	Fiche de synthèse sur Jean-Pierre Brard	col	methodo	fiche	Paris France	48.862273,2.318796	2002-10-25																		
cdsp_bequali_sp3_col_methodo_fiche_fr_deputefr_synthese09_ol	col/methodo/fiche/cdsp_bequali_sp3_col_methodo_fiche_fr_deputefr_synthese09_ol.pdf	pdf	Fiche de synthèse sur Jean-Christophe Cambadélis	col	methodo	fiche	Paris France	48.862274,2.318797	2002-12-02																		
cdsp_bequali_sp3_col_methodo_fiche_fr_deputefr_synthese10_ol	col/methodo/fiche/cdsp_bequali_sp3_col_methodo_fiche_fr_deputefr_synthese10_ol.pdf	pdf	Fiche de synthèse sur Nicole Catala	col	methodo	fiche	Paris France	48.862275,2.318798	2001-11-20																		
cdsp_bequali_sp3_col_methodo_fiche_fr_deputefr_synthese11_ol	col/methodo/fiche/cdsp_bequali_sp3_col_methodo_fiche_fr_deputefr_synthese11_ol.pdf	pdf	Fiche de synthèse sur Gérard Charasse	col	methodo	fiche	Paris France	48.862276,2.318799	2001-12-12																		
cdsp_bequali_sp3_col_methodo_fiche_fr_deputefr_synthese12_ol	col/methodo/fiche/cdsp_bequali_sp3_col_methodo_fiche_fr_deputefr_synthese12_ol.pdf	pdf	Fiche de synthèse sur Charles de Courson	col	methodo	fiche	Paris France	48.862277,2.3188	2001-04-09																		
cdsp_bequali_sp3_col_methodo_fiche_fr_deputefr_synthese13_ol	col/methodo/fiche/cdsp_bequali_sp3_col_methodo_fiche_fr_deputefr_synthese13_ol.pdf	pdf	Fiche de synthèse sur Jean-Claude Daniel	col	methodo	fiche	Paris France	48.862278,2.318801	2001-01-29																		
cdsp_bequali_sp3_col_methodo_fiche_fr_deputefr_synthese14_ol	col/methodo/fiche/cdsp_bequali_sp3_col_methodo_fiche_fr_deputefr_synthese14_ol.pdf	pdf	Fiche de synthèse sur Yves Dauge	col	methodo	fiche	Paris France	48.862279,2.318802	2002-03-06																		
cdsp_bequali_sp3_col_methodo_fiche_fr_deputefr_synthese15_ol	col/methodo/fiche/cdsp_bequali_sp3_col_methodo_fiche_fr_deputefr_synthese15_ol.pdf	pdf	Fiche de synthèse sur Bernard Derosier	col	methodo	fiche	Paris France	48.86228,2.318803	2001-11-06																		
cdsp_bequali_sp3_col_methodo_fiche_fr_deputefr_synthese16_ol	col/methodo/fiche/cdsp_bequali_sp3_col_methodo_fiche_fr_deputefr_synthese16_ol.pdf	pdf	Fiche de synthèse sur Laurence Dumont	col	methodo	fiche	Paris France	48.862281,2.318804	2001-12-12																		
cdsp_bequali_sp3_col_methodo_fiche_fr_deputefr_synthese17_ol	col/methodo/fiche/cdsp_bequali_sp3_col_methodo_fiche_fr_deputefr_synthese17_ol.pdf	pdf	Fiche de synthèse sur Gérard Fuchs	col	methodo	fiche	Paris France	48.862282,2.318805	2002-12-09																		
cdsp_bequali_sp3_col_methodo_fiche_fr_deputefr_synthese18_ol	col/methodo/fiche/cdsp_bequali_sp3_col_methodo_fiche_fr_deputefr_synthese18_ol.pdf	pdf	Fiche de synthèse sur Jean Le Garrec	col	methodo	fiche	Paris France	48.862283,2.318806	2002-11-19																		
cdsp_bequali_sp3_col_methodo_fiche_fr_deputefr_synthese19_ol	col/methodo/fiche/cdsp_bequali_sp3_col_methodo_fiche_fr_deputefr_synthese19_ol.pdf	pdf	Fiche de synthèse sur Jacques Godfrain	col	methodo	fiche	Paris France	48.862284,2.318807	2001-10-24																		
cdsp_bequali_sp3_col_methodo_fiche_fr_deputefr_synthese20_ol	col/methodo/fiche/cdsp_bequali_sp3_col_methodo_fiche_fr_deputefr_synthese20_ol.pdf	pdf	Fiche de synthèse sur Gaétan Gorce	col	methodo	fiche	Paris France	48.862285,2.318808	2003-03-12																		
cdsp_bequali_sp3_col_methodo_fiche_fr_deputefr_synthese21_ol	col/methodo/fiche/cdsp_bequali_sp3_col_methodo_fiche_fr_deputefr_synthese21_ol.pdf	pdf	Fiche de synthèse sur Jean-Jacques Guillet	col	methodo	fiche	Paris France	48.862286,2.318809	2001-10-24																		
cdsp_bequali_sp3_col_methodo_fiche_fr_deputefr_synthese22_ol	col/methodo/fiche/cdsp_bequali_sp3_col_methodo_fiche_fr_deputefr_synthese22_ol.pdf	pdf	Fiche de synthèse sur Michel Hunault	col	methodo	fiche	Paris France	48.862287,2.31881	2002-10-22																		
cdsp_bequali_sp3_col_methodo_fiche_fr_deputefr_synthese23_ol	col/methodo/fiche/cdsp_bequali_sp3_col_methodo_fiche_fr_deputefr_synthese23_ol.pdf	pdf	Fiche de synthèse sur André Lajoinie	col	methodo	fiche	Paris France	48.862288,2.318811	1999-07-08																		
cdsp_bequali_sp3_col_methodo_fiche_fr_deputefr_synthese24_ol	col/methodo/fiche/cdsp_bequali_sp3_col_methodo_fiche_fr_deputefr_synthese24_ol.pdf	pdf	Fiche de synthèse sur Jean-Claude Lefort	col	methodo	fiche	Paris France	48.862289,2.318812	2000-06-13																		
cdsp_bequali_sp3_col_methodo_fiche_fr_deputefr_synthese25_ol	col/methodo/fiche/cdsp_bequali_sp3_col_methodo_fiche_fr_deputefr_synthese25_ol.pdf	pdf	Fiche de synthèse sur Pierre Lellouche	col	methodo	fiche	Paris France	48.86229,2.318813	2002-10-04																		
cdsp_bequali_sp3_col_methodo_fiche_fr_deputefr_synthese26_ol	col/methodo/fiche/cdsp_bequali_sp3_col_methodo_fiche_fr_deputefr_synthese26_ol.pdf	pdf	Fiche de synthèse sur Pierre Lequiller	col	methodo	fiche	Paris France	48.862291,2.318814	2003-03-13																		
cdsp_bequali_sp3_col_methodo_fiche_fr_deputefr_synthese27_ol	col/methodo/fiche/cdsp_bequali_sp3_col_methodo_fiche_fr_deputefr_synthese27_ol.pdf	pdf	Fiche de synthèse sur Maurice Ligot	col	methodo	fiche	Paris France	48.862292,2.318815	1999-07-06																		
cdsp_bequali_sp3_col_methodo_fiche_fr_deputefr_synthese28_ol	col/methodo/fiche/cdsp_bequali_sp3_col_methodo_fiche_fr_deputefr_synthese28_ol.pdf	pdf	Fiche de synthèse sur François Loncle	col	methodo	fiche	Paris France	48.862293,2.318816	2002-10-15																		
cdsp_bequali_sp3_col_methodo_fiche_fr_deputefr_synthese29_ol	col/methodo/fiche/cdsp_bequali_sp3_col_methodo_fiche_fr_deputefr_synthese29_ol.pdf	pdf	Fiche de synthèse sur Thierry Mariani	col	methodo	fiche	Paris France	48.862294,2.318817	2002-11-06																		
cdsp_bequali_sp3_col_methodo_fiche_fr_deputefr_synthese30_ol	col/methodo/fiche/cdsp_bequali_sp3_col_methodo_fiche_fr_deputefr_synthese30_ol.pdf	pdf	Fiche de synthèse sur Alain Marleix	col	methodo	fiche	Paris France	48.862295,2.318818	2002-12-16																		
cdsp_bequali_sp3_col_methodo_fiche_fr_deputefr_synthese31_ol	col/methodo/fiche/cdsp_bequali_sp3_col_methodo_fiche_fr_deputefr_synthese31_ol.pdf	pdf	Fiche de synthèse sur Jacques Myard	col	methodo	fiche	Paris France	48.862296,2.318819	2001-11-21																		
cdsp_bequali_sp3_col_methodo_fiche_fr_deputefr_synthese32_ol	col/methodo/fiche/cdsp_bequali_sp3_col_methodo_fiche_fr_deputefr_synthese32_ol.pdf	pdf	Fiche de synthèse sur Henri Nallet	col	methodo	fiche	Paris France	48.862297,2.31882	2002-10-21																		
cdsp_bequali_sp3_col_methodo_fiche_fr_deputefr_synthese33_ol	col/methodo/fiche/cdsp_bequali_sp3_col_methodo_fiche_fr_deputefr_synthese33_ol.pdf	pdf	Fiche de synthèse sur Robert Pandraud	col	methodo	fiche	Paris France	48.862298,2.318821	2002-01-11																		
cdsp_bequali_sp3_col_methodo_fiche_fr_deputefr_synthese34_ol	col/methodo/fiche/cdsp_bequali_sp3_col_methodo_fiche_fr_deputefr_synthese34_ol.pdf	pdf	Fiche de synthèse sur Daniel Paul	col	methodo	fiche	Paris France	48.862299,2.318822	2002-02-06																		
cdsp_bequali_sp3_col_methodo_fiche_fr_deputefr_synthese35_ol	col/methodo/fiche/cdsp_bequali_sp3_col_methodo_fiche_fr_deputefr_synthese35_ol.pdf	pdf	Fiche de synthèse sur Vincent Peillon	col	methodo	fiche	Paris France	48.8623,2.318823	2002-09-10																		
cdsp_bequali_sp3_col_methodo_fiche_fr_deputefr_synthese36_ol	col/methodo/fiche/cdsp_bequali_sp3_col_methodo_fiche_fr_deputefr_synthese36_ol.pdf	pdf	Fiche de synthèse sur Christian Philip	col	methodo	fiche	Paris France	48.862301,2.318824	2003-09-24																		
cdsp_bequali_sp3_col_methodo_fiche_fr_deputefr_synthese37_ol	col/methodo/fiche/cdsp_bequali_sp3_col_methodo_fiche_fr_deputefr_synthese37_ol.pdf	pdf	Fiche de synthèse sur Étienne Pinte	col	methodo	fiche	Paris France	48.862302,2.318825	2001-12-05																		
cdsp_bequali_sp3_col_methodo_fiche_fr_deputefr_synthese38_ol	col/methodo/fiche/cdsp_bequali_sp3_col_methodo_fiche_fr_deputefr_synthese38_ol.pdf	pdf	Fiche de synthèse sur Paul Quilès	col	methodo	fiche	Paris France	48.862303,2.318826	2003-03-19																		
cdsp_bequali_sp3_col_methodo_fiche_fr_deputefr_synthese39_ol	col/methodo/fiche/cdsp_bequali_sp3_col_methodo_fiche_fr_deputefr_synthese39_ol.pdf	pdf	Fiche de synthèse sur Jean-Bernard Raimond	col	methodo	fiche	Paris France	48.862304,2.318827	2001-12-04																		
cdsp_bequali_sp3_col_methodo_fiche_fr_deputefr_synthese40_ol	col/methodo/fiche/cdsp_bequali_sp3_col_methodo_fiche_fr_deputefr_synthese40_ol.pdf	pdf	Fiche de synthèse sur Yvette Roudy	col	methodo	fiche	Paris France	48.862305,2.318828	2002-02-07																		
cdsp_bequali_sp3_col_methodo_fiche_fr_deputefr_synthese41_ol	col/methodo/fiche/cdsp_bequali_sp3_col_methodo_fiche_fr_deputefr_synthese41_ol.pdf	pdf	Fiche de synthèse sur Jean-Claude Sandrier	col	methodo	fiche	Paris France	48.862306,2.318829	2003-02-04																		
cdsp_bequali_sp3_col_methodo_fiche_fr_deputefr_synthese42_ol	col/methodo/fiche/cdsp_bequali_sp3_col_methodo_fiche_fr_deputefr_synthese42_ol.pdf	pdf	Fiche de synthèse sur Henri Sicre	col	methodo	fiche	Paris France	48.862307,2.31883	2002-02-13																		
cdsp_bequali_sp3_col_methodo_fiche_fr_senat_synthese71_ol	col/methodo/fiche/cdsp_bequali_sp3_col_methodo_fiche_fr_senat_synthese71_ol.pdf	pdf	Fiche de synthèse sur Denis Badré	col	methodo	fiche	Paris France	48.849291,2.33734	2001-12-18																		
cdsp_bequali_sp3_col_methodo_fiche_fr_senat_synthese72_ol	col/methodo/fiche/cdsp_bequali_sp3_col_methodo_fiche_fr_senat_synthese72_ol.pdf	pdf	Fiche de synthèse sur Robert Del Picchia	col	methodo	fiche	Paris France	48.849292,2.33735	2001-10-30																		
cdsp_bequali_sp3_col_methodo_fiche_fr_senat_synthese73_ol	col/methodo/fiche/cdsp_bequali_sp3_col_methodo_fiche_fr_senat_synthese73_ol.pdf	pdf	Fiche de synthèse sur Hubert Durand-Chastel	col	methodo	fiche	Paris France	48.849293,2.33736	2001-11-26																		
cdsp_bequali_sp3_col_methodo_fiche_fr_senat_synthese74_ol	col/methodo/fiche/cdsp_bequali_sp3_col_methodo_fiche_fr_senat_synthese74_ol.pdf	pdf	Fiche de synthèse sur Pierre Fauchon	col	methodo	fiche	Paris France	48.849294,2.33737	2000-05-02																		
cdsp_bequali_sp3_col_methodo_fiche_fr_senat_synthese75_ol	col/methodo/fiche/cdsp_bequali_sp3_col_methodo_fiche_fr_senat_synthese75_ol.pdf	pdf	Fiche de synthèse sur Jean François-Poncet	col	methodo	fiche	Paris France	48.849295,2.33738	2002-03-20																		
cdsp_bequali_sp3_col_methodo_fiche_fr_senat_synthese76_ol	col/methodo/fiche/cdsp_bequali_sp3_col_methodo_fiche_fr_senat_synthese76_ol.pdf	pdf	Fiche de synthèse sur Yann Gaillard	col	methodo	fiche	Paris France	48.849296,2.33739	2001-11-14																		
cdsp_bequali_sp3_col_methodo_fiche_fr_senat_synthese77_ol	col/methodo/fiche/cdsp_bequali_sp3_col_methodo_fiche_fr_senat_synthese77_ol.pdf	pdf	Fiche de synthèse sur Daniel Hoeffel	col	methodo	fiche	Paris France	48.849297,2.3374	2002-03-05																		
cdsp_bequali_sp3_col_methodo_fiche_fr_senat_synthese78_ol	col/methodo/fiche/cdsp_bequali_sp3_col_methodo_fiche_fr_senat_synthese78_ol.pdf	pdf	Fiche de synthèse sur Lucien Lanier	col	methodo	fiche	Paris France	48.849298,2.33741	2000-05-10																		
cdsp_bequali_sp3_col_methodo_fiche_fr_senat_synthese79_ol	col/methodo/fiche/cdsp_bequali_sp3_col_methodo_fiche_fr_senat_synthese79_ol.pdf	pdf	Fiche de synthèse sur Christian de La Malène	col	methodo	fiche	Paris France	48.849298,2.33741	2001-12-04																		
cdsp_bequali_sp3_col_methodo_fiche_fr_senat_synthese80_ol	col/methodo/fiche/cdsp_bequali_sp3_col_methodo_fiche_fr_senat_synthese80_ol.pdf	pdf	Fiche de synthèse sur Aymeri de Montesquiou	col	methodo	fiche	Paris France	48.849298,2.33741	2000-04-12																		
cdsp_bequali_sp3_col_methodo_fiche_fr_senat_synthese81_ol	col/methodo/fiche/cdsp_bequali_sp3_col_methodo_fiche_fr_senat_synthese81_ol.pdf	pdf	Fiche de synthèse sur Claude Saunier	col	methodo	fiche	Paris France	48.849298,2.33741	2001-11-28																		
cdsp_bequali_sp3_col_methodo_fiche_fr_senat_synthese82_ol	col/methodo/fiche/cdsp_bequali_sp3_col_methodo_fiche_fr_senat_synthese82_ol.pdf	pdf	Fiche de synthèse sur Jean-Marie Valerenberghe	col	methodo	fiche	Paris France	48.849298,2.33741	2003-03-04																		
cdsp_bequali_sp3_col_methodo_fiche_fr_senat_synthese83_ol	col/methodo/fiche/cdsp_bequali_sp3_col_methodo_fiche_fr_senat_synthese83_ol.pdf	pdf	Fiche de synthèse sur Xavier de Villepin	col	methodo	fiche	Paris France	48.849298,2.33741	2002-11-15																		
cdsp_bequali_sp3_col_methodo_fiche_fr_ministre_synthese89_ol	col/methodo/fiche/cdsp_bequali_sp3_col_methodo_fiche_fr_ministre_synthese89_ol.pdf	pdf	Fiche de synthèse sur Elisabeth Guigou	col	methodo	fiche	Paris France	48.854946,2.320334	2003-02-26																		
cdsp_bequali_sp3_col_methodo_fiche_fr_ministre_synthese90_ol	col/methodo/fiche/cdsp_bequali_sp3_col_methodo_fiche_fr_ministre_synthese90_ol.pdf	pdf	Fiche de synthèse sur Paulette Guinchard-Kunstler	col	methodo	fiche	Paris France	48.854947,2.320335	2002-11-20																		
cdsp_bequali_sp3_col_methodo_fiche_fr_ministre_synthese91_ol	col/methodo/fiche/cdsp_bequali_sp3_col_methodo_fiche_fr_ministre_synthese91_ol.pdf	pdf	Fiche de synthèse sur François Huwart	col	methodo	fiche	Paris France	48.854948,2.320336	2003-04-22																		
cdsp_bequali_sp3_col_methodo_fiche_fr_ministre_synthese92_ol	col/methodo/fiche/cdsp_bequali_sp3_col_methodo_fiche_fr_ministre_synthese92_ol.pdf	pdf	Fiche de synthèse sur Pierre Moscovici	col	methodo	fiche	Paris France	48.854949,2.320337	2003-01-06																		
cdsp_bequali_sp3_col_methodo_fiche_fr_ministre_synthese93_ol	col/methodo/fiche/cdsp_bequali_sp3_col_methodo_fiche_fr_ministre_synthese93_ol.pdf	pdf	Fiche de synthèse sur Christian Paul	col	methodo	fiche	Paris France	48.85495,2.320338	2003-02-03																		
cdsp_bequali_sp3_col_methodo_fiche_fr_ministre_synthese94_ol	col/methodo/fiche/cdsp_bequali_sp3_col_methodo_fiche_fr_ministre_synthese94_ol.pdf	pdf	Fiche de synthèse sur Christian Pierret	col	methodo	fiche	Paris France	48.854951,2.320339	2003-03-25																		
cdsp_bequali_sp3_col_methodo_fiche_fr_ministre_synthese95_ol	col/methodo/fiche/cdsp_bequali_sp3_col_methodo_fiche_fr_ministre_synthese95_ol.pdf	pdf	Fiche de synthèse sur Jean-Jack Queyranne	col	methodo	fiche	Paris France	48.854952,2.32034	2002-11-05																		
cdsp_bequali_sp3_col_methodo_fiche_fr_deputeeu_synthese111_ol	col/methodo/fiche/cdsp_bequali_sp3_col_methodo_fiche_fr_deputeeu_synthese111_ol.pdf	pdf	Fiche de synthèse sur Pervenche Berès	col	methodo	fiche	Strasbourg France	48.597699,7.768661	2002-02-25																		
cdsp_bequali_sp3_col_methodo_fiche_fr_deputeeu_synthese112_ol	col/methodo/fiche/cdsp_bequali_sp3_col_methodo_fiche_fr_deputeeu_synthese112_ol.pdf	pdf	Fiche de synthèse sur Jean-Louis Bourlanges	col	methodo	fiche	Strasbourg France	48.597699,7.768661	2002-04-05																		
cdsp_bequali_sp3_col_methodo_fiche_fr_deputeeu_synthese113_ol	col/methodo/fiche/cdsp_bequali_sp3_col_methodo_fiche_fr_deputeeu_synthese113_ol.pdf	pdf	Fiche de synthèse sur Alain Lamassoure	col	methodo	fiche	Strasbourg France	48.597699,7.768661	2002-02-11																		
cdsp_bequali_sp3_anal_prod_lgrise_fr_these_manuscrit_ol	anal/prod/lgrise/cdsp_bequali_sp3_anal_prod_lgrise_fr_these_manuscrit_ol.pdf	pdf	Manuscrit de thèse	anal	prod	lgrise	not classified	48.858842,2.350689	2005-12-05																		
cdsp_bequali_sp3_anal_prod_publi_fr_adaptparlement_chapitre_ol	anal/prod/publi/cdsp_bequali_sp3_anal_prod_publi_fr_adaptparlement_chapitre_ol.pdf	pdf	Chapitre d'ouvrage sur l'adaptation des parlements nationaux à l'Union européenne	anal	prod	publi	not classified		2004-01-01																		
cdsp_bequali_sp3_anal_prod_publi_fr_rfsp_article_ol	anal/prod/publi/cdsp_bequali_sp3_anal_prod_publi_fr_rfsp_article_ol.pdf	pdf	Article paru dans la Revue française de science politique	anal	prod	publi	not classified		2009-03-23																		
cdsp_bequali_sp3_anal_prod_publi_fr_resistance_chapitre_ol	anal/prod/publi/cdsp_bequali_sp3_anal_prod_publi_fr_resistance_chapitre_ol.pdf	pdf	Chapitre d'ouvrage sur la résistance à l'Europe	anal	prod	publi	not classified		2007-01-01																		
cdsp_bequali_sp3_anal_prod_publi_fr_fondstructurel_chapitre_ol	anal/prod/publi/cdsp_bequali_sp3_anal_prod_publi_fr_fondstructurel_chapitre_ol.pdf	pdf	Chapitre d'ouvrage sur les fonds structurels européens	anal	prod	publi	not classified		2006-01-01																		
cdsp_bequali_sp3_anal_prod_publi_fr_nonusage_chapitre_ol	anal/prod/publi/cdsp_bequali_sp3_anal_prod_publi_fr_nonusage_chapitre_ol.pdf	pdf	Chapitre d'ouvrage sur la ratification des traité européens	anal	prod	publi	not classified		2006-01-01																		
cdsp_bequali_sp3_anal_prod_publi_fr_affirmparlement_chapitre_ol	anal/prod/publi/cdsp_bequali_sp3_anal_prod_publi_fr_affirmparlement_chapitre_ol.pdf	pdf	Chapitre d'ouvrage sur l'implication du parlement dans l'Europe	anal	prod	publi	not classified		2001-01-01																		
cdsp_bequali_sp3_anal_prod_publi_fr_europeanisation_chapitre_ol	anal/prod/publi/cdsp_bequali_sp3_anal_prod_publi_fr_europeanisation_chapitre_ol.pdf	pdf	Chapitre d'ouvrage sur l’européanisation de le France	anal	prod	publi	not classified		2001-01-01																		
cdsp_bequali_sp3_anal_prod_publi_fr_ratifamsterdam_article_ol.pdf	anal/prod/publi/cdsp_bequali_sp3_anal_prod_publi_fr_ratifamsterdam_article_ol.pdf	pdf	Article paru dans la revue Annuaire français de relations internationales	anal	prod	publi	not classified		2000-05-01																		
cdsp_bequali_sp3_add_aide_base_fr_emotionnel_tableau_ol	add/aide/base/cdsp_bequali_sp3_add_aide_base_fr_emotionnel_tableau_ol.csv	csv	Tableau récapitulatif des aiguillons émotionnels	add	aide	base	not classified		2010-02-25																		
cdsp_bequali_sp3_add_aide_base_fr_roles_tableau_ol	add/aide/base/cdsp_bequali_sp3_add_aide_base_fr_roles_tableau_ol.csv	csv	Tableau récapitulatif des rôles parlementaires	add	aide	base	not classified		2010-06-09																		
cdsp_bequali_sp3_add_aide_base_fr_repondants_liste_ol	add/aide/base/cdsp_bequali_sp3_add_aide_base_fr_repondants_liste_ol.csv	csv	Liste des enquêtés	add	aide	base	not classified		2012-02-01																		
cdsp_bequali_sp3_prep_inter_lgrise_fr_these_avancement_ol	prep/inter/lgrise/cdsp_bequali_sp3_prep_inter_lgrise_fr_these_avancement_ol.pdf	pdf	Etat d'avancement de la thèse	prep	inter	lgrise	not classified		2000-09-01																		
cdsp_bequali_sp3_prep_admi_finance_fr_bourse_projet_ol	prep/admi/finance/cdsp_bequali_sp3_prep_admi_finance_fr_bourse_projet_ol.pdf	pdf	Projet pour une demande de bourse de thèse	prep	admi	finance	not classified		2000-09-01																		
					ese																						
